Titles,Type,Episodes,Episode duration,Year,Demographic,Genres,Theme,Studio,Source,Members,Score
Concrete Revolutio: Choujin Gensou - The Last Song,TV,11 eps,24 min ,2016,,"Action,Drama,Fantasy,Mystery,Sci-Fi,Supernatural",Mythology,Bones,Original,34K,7
Kowarekake no Orgel,OVA,1 ep,28 min ,2009,,"Drama,Sci-Fi,Slice of Life",Music,Unknown,Original,34K,7.31
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,OVA,1 ep,12 min ,2007,,"Action,Adventure,Comedy,Sci-Fi",Mecha,Gainax,Original,34K,6.76
Blade Runner: Black Out 2022,ONA,1 ep,15 min ,2017,,"Sci-Fi,Suspense",,CygamesPictures,Other,34K,6.92
Mardock Scramble: The Third Exhaust,Movie,1 ep,68 min ,2012,,"Action,Sci-Fi",Psychological,GoHands,Novel,34K,7.41
Ai Tenchi Muyou!,TV,50 eps,4 min ,2014,,"Comedy,Sci-Fi",,AIC PLUS+,Original,34K,6.15
Wonderful Days,Movie,1 ep,95 min ,2003,,"Action,Drama,Romance,Sci-Fi",Love Polygon,Unknown,Original,34K,6.99
Towa no Quon 5: Souzetsu no Raifuku,Movie,1 ep,48 min ,2011,,"Action,Sci-Fi,Supernatural",Super Power,Bones,Original,34K,7.5
Roujin Z,Movie,1 ep,79 min ,1991,,"Award Winning,Comedy,Drama,Sci-Fi",Mecha,APPP,Original,34K,7.04
Kidou Shinseiki Gundam X,TV,39 eps,24 min ,1996,,"Adventure,Drama,Sci-Fi",Mecha,Sunrise,Original,34K,7.33
Senki Zesshou Symphogear AXZ,TV,13 eps,23 min ,2017,,"Action,Sci-Fi",Idols (Female),Satelight,Original,34K,7.6
Ginga Tetsudou 999,TV,113 eps,24 min ,1978,,"Adventure,Drama,Sci-Fi",Space,Toei Animation,Manga,34K,7.8
Battle Programmer Shirase,TV,15 eps,12 min ,2003,,"Comedy,Sci-Fi,Ecchi",,AIC,Original,34K,6.91
Fight Ippatsu! Juuden-chan!!,TV,12 eps,24 min ,2009,Seinen,"Comedy,Sci-Fi,Ecchi",,Studio Hibari,Manga,34K,6.63
Kidou Keisatsu Patlabor 2 the Movie,Movie,1 ep,113 min ,1993,,"Award Winning,Drama,Mystery,Sci-Fi",Detective,Production I.G,Original,33K,7.95
Higashi no Eden: Air Communication,Movie,1 ep,123 min ,2009,,"Mystery,Romance,Sci-Fi,Suspense",,Production I.G,Original,33K,7.57
Zegapain,TV,26 eps,23 min ,2006,,"Action,Romance,Sci-Fi",Mecha,Sunrise,Original,33K,7.3
Kidou Keisatsu Patlabor,OVA,7 eps,28 min ,1988,,"Comedy,Sci-Fi",Detective,Studio Deen,Original,33K,7.26
AIKa,OVA,7 eps,27 min ,1997,,"Action,Adventure,Comedy,Sci-Fi,Ecchi",,Studio Fantasia,Original,33K,5.93
.hack//Liminality,OVA,4 eps,33 min ,2002,,"Mystery,Sci-Fi",Video Game,Bee Train,Original,33K,6.59
Chikyuugai Shounen Shoujo,ONA,6 eps,32 min ,2022,,"Adventure,Sci-Fi",Space,Production +h.,Original,33K,6.87
Demashita! Powerpuff Girls Z,TV,52 eps,25 min ,2006,Shoujo,"Action,Comedy,Sci-Fi,Slice of Life",School,Toei Animation,Other,33K,6.42
Ai no Kusabi (2012),OVA,4 eps,25 min ,2012,,"Boys Love,Drama,Sci-Fi,Erotica",,AIC,Light novel,32K,6.57
Armitage III,OVA,4 eps,33 min ,1995,,"Action,Adventure,Romance,Sci-Fi",Detective,AIC,Original,32K,7
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Movie,1 ep,90 min ,1993,,"Action,Drama,Sci-Fi",Adult Cast,Kitty Film Mitaka Studio,Novel,32K,8.08
Seikai no Senki,TV,13 eps,25 min ,2000,,"Action,Romance,Sci-Fi",Military,Sunrise,Light novel,32K,7.67
RobiHachi,TV,12 eps,24 min ,2019,,"Adventure,Comedy,Sci-Fi",Space,Studio Comet,Original,32K,6.53
Chikyuu Shoujo Arjuna,TV,13 eps,26 min ,2001,,"Adventure,Drama,Sci-Fi",,Satelight,Original,32K,6.79
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,OVA,1 ep,24 min ,2014,,"Action,Comedy,Fantasy,Sci-Fi",,David Production,Game,32K,7.23
Frame Arms Girl,TV,12 eps,23 min ,2017,,"Action,Sci-Fi,Slice of Life",Mecha,Studio A-CAT,Other,32K,6.38
Code Geass: Dakkan no Z,-,? eps,0 min , -,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,32K,N/A
Cyborg 009: The Cyborg Soldier,TV,50 eps,25 min ,2001,Shounen,"Action,Adventure,Sci-Fi",Mecha,Japan Vistec,Manga,32K,7.26
Puni Puni☆Poemii,OVA,2 eps,30 min ,2001,,"Comedy,Sci-Fi",Gag Humor,J.C.Staff,Original,32K,6.53
.hack//G.U. Trilogy,Movie,1 ep,93 min ,2007,,"Action,Fantasy,Sci-Fi",Video Game,CyberConnect2,Game,32K,7.09
Fantastic Children,TV,26 eps,24 min ,2004,,"Adventure,Fantasy,Mystery,Romance,Sci-Fi,Suspense",,Nippon Animation,Original,32K,7.52
Kidou Senshi Gundam Unicorn RE:0096,TV,22 eps,23 min ,2016,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Novel,32K,7.61
Koukaku Kidoutai: SAC_2045,ONA,12 eps,24 min ,2020,Seinen,"Action,Sci-Fi",Adult Cast,Production I.G,Manga,31K,6.6
Mahoromatic: Motto Utsukushii Mono,TV,14 eps,24 min ,2002,Seinen,"Comedy,Drama,Romance,Sci-Fi,Ecchi",Military,Gainax,Manga,31K,7.15
DRAMAtical Murder: Data_xx_Transitory,Special,1 ep,24 min ,2014,,"Boys Love,Drama,Sci-Fi",Psychological,NAZ,Visual novel,31K,6.06
Godzilla 3: Hoshi wo Kuu Mono,Movie,1 ep,90 min ,2018,,"Action,Adventure,Sci-Fi",,Polygon Pictures,Original,31K,6.23
Kidou Senshi Gundam II: Ai Senshi-hen,Movie,1 ep,135 min ,1981,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,31K,7.34
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,OVA,1 ep,14 min ,2012,,"Comedy,Sci-Fi",Parody,Xebec,Light novel,31K,7.1
Glass no Hana to Kowasu Sekai,Movie,1 ep,67 min ,2016,,Sci-Fi,,A-1 Pictures,Original,31K,6.67
Saber Marionette J,TV,25 eps,25 min ,1996,,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",Harem,Studio Junio,Original,31K,7.36
Kidou Senshi Gundam III: Meguriai Sora-hen,Movie,1 ep,140 min ,1982,,"Action,Adventure,Drama,Sci-Fi",Mecha,Sunrise,Original,31K,7.75
Kidou Senshi Gundam AGE,TV,49 eps,24 min ,2011,,"Action,Sci-Fi",Mecha,Sunrise,Original,31K,6.48
Hero Mask,ONA,15 eps,24 min ,2018,,"Action,Mystery,Sci-Fi",Detective,Pierrot,Original,31K,6.29
Another World,ONA,3 eps,10 min ,2019,,Sci-Fi,,Graphinica,Original,31K,7.08
Spriggan,Movie,1 ep,90 min ,1998,Shounen,"Adventure,Sci-Fi",Military,Studio 4°C,Manga,31K,6.67
Manie-Manie: Meikyuu Monogatari,Movie,3 eps,16 min ,1987,,"Adventure,Fantasy,Horror,Sci-Fi,Supernatural",,Madhouse,Novel,30K,7.06
Mezzo Forte,OVA,2 eps,30 min ,2000,,"Action,Comedy,Sci-Fi,Hentai",,Arms,Original,30K,6.63
Kidou Senshi Gundam: Senkou no Hathaway,Movie,1 ep,95 min ,2021,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Novel,30K,7.83
Night Head Genesis,TV,24 eps,24 min ,2006,,"Drama,Mystery,Sci-Fi,Supernatural",Psychological,Bee Media,Manga,30K,6.75
Blame!,ONA,6 eps,6 min ,2003,,"Action,Sci-Fi",Mecha,Group TAC,Manga,30K,5.9
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie,1 ep,105 min ,2015,Seinen,"Action,Sci-Fi",,SANZIGEN,Manga,30K,7.83
Haiyoru! Nyaruani,OVA,9 eps,2 min ,2010,,"Comedy,Sci-Fi",Parody,DLE,Light novel,30K,6.28
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,1 ep,130 min ,2010,,"Action,Comedy,Drama,Sci-Fi",Mahou Shoujo,Seven Arcs,Original,30K,7.87
Atom: The Beginning,TV,12 eps,25 min ,2017,Seinen,"Action,Sci-Fi",Mecha,OLM,Manga,30K,6.82
Tenchi Muyou! GXP,TV,26 eps,24 min ,2002,,"Action,Comedy,Sci-Fi",Detective,AIC,Original,30K,7.15
Macross F Movie 1: Itsuwari no Utahime,Movie,1 ep,119 min ,2009,,"Action,Romance,Sci-Fi",Mecha,8bit,Original,30K,7.79
Kurau Phantom Memory,TV,24 eps,23 min ,2004,,"Action,Drama,Sci-Fi",Space,Bones,Original,30K,7.3
Otaku no Video,OVA,2 eps,48 min ,1991,,"Comedy,Drama,Sci-Fi",Historical,Gainax,Other,30K,7.12
Kachou Ouji,TV,13 eps,25 min ,1999,,"Adventure,Comedy,Sci-Fi,Slice of Life",Music,AIC,Original,30K,6.97
Blue Drop: Tenshi-tachi no Gikyoku,TV,13 eps,26 min ,2007,,"Drama,Girls Love,Sci-Fi",,Asahi Production,Manga,30K,6.68
Kyoukai Senki,TV,13 eps,24 min ,2021,,"Action,Sci-Fi",Mecha,Sunrise Beyond,Original,30K,6.32
Gundam: G no Reconguista,TV,26 eps,24 min ,2014,,"Action,Sci-Fi",Mecha,Sunrise,Original,29K,5.82
Kidou Senshi Gundam F91,Movie,1 ep,120 min ,1991,,"Drama,Sci-Fi",Mecha,Sunrise,Original,29K,6.63
Kemurikusa (TV),TV,12 eps,23 min ,2019,,"Fantasy,Sci-Fi",,Yaoyorozu,Original,29K,7.06
Tetsuwan Birdy,OVA,4 eps,33 min ,1996,Shounen,"Action,Comedy,Sci-Fi",,Madhouse,Manga,29K,7.09
Macross 7,TV,49 eps,25 min ,1994,,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",Mecha,Ashi Productions,Original,29K,7.15
Dirty Pair,TV,24 eps,24 min ,1985,,"Adventure,Comedy,Sci-Fi",Detective,Sunrise,Light novel,29K,7.21
Appleseed,OVA,1 ep,67 min ,1988,,"Action,Adventure,Sci-Fi",Detective,Gainax,Manga,29K,6.55
Katte ni Kaizou,OVA,6 eps,23 min ,2011,Shounen,"Comedy,Sci-Fi",Parody,Shaft,Manga,29K,6.88
Kite Liberator,OVA,1 ep,58 min ,2008,,"Action,Drama,Sci-Fi",Gore,Arms,Original,29K,6.26
Hand Maid May,TV,10 eps,23 min ,2000,,"Comedy,Romance,Sci-Fi,Ecchi",Harem,TNK,Original,29K,6.7
Solty Rei,TV,24 eps,23 min ,2005,,"Action,Sci-Fi",Super Power,AIC,Original,29K,7.27
Saint Seiya: Soul of Gold,ONA,13 eps,24 min ,2015,Shounen,"Action,Adventure,Fantasy,Sci-Fi",,Bridge,Manga,29K,7.06
Gundam Build Divers,TV,25 eps,24 min ,2018,,"Action,Sci-Fi",Mecha,Sunrise,Original,29K,6.3
Regalia: The Three Sacred Stars,TV,13 eps,24 min ,2016,,"Action,Sci-Fi",Mecha,Actas,Original,29K,5.97
Blue Seed,TV,26 eps,23 min ,1994,,"Action,Adventure,Comedy,Drama,Horror,Mystery,Romance,Sci-Fi,Ecchi",Mythology,Ashi Productions,Manga,28K,7.01
Tokyo Underground,TV,26 eps,25 min ,2002,Shounen,"Action,Adventure,Romance,Sci-Fi",Super Power,Pierrot,Manga,28K,6.6
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Special,1 ep,161 min ,2006,,"Action,Sci-Fi",Adult Cast,Production I.G,,28K,7.99
Ayakashi,TV,12 eps,23 min ,2007,,"Action,Fantasy,Horror,Sci-Fi",,Tokyo Kids,Visual novel,28K,6.32
Beyblade Burst,TV,51 eps,24 min ,2016,Kids,"Action,Adventure,Sci-Fi,Sports",,OLM,Manga,28K,6.49
Devilman: Tanjou-hen,OVA,1 ep,50 min ,1987,Shounen,"Horror,Sci-Fi,Supernatural",Gore,Oh! Production,Manga,28K,7.16
Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,11 eps,4 min ,2010,,"Comedy,Sci-Fi",,DLE,Light novel,28K,6.24
Sakasama no Patema: Beginning of the Day,Special,4 eps,6 min ,2012,,Sci-Fi,,Purple Cow Studio Japan,Original,28K,7.34
Kyouran Kazoku Nikki,TV,26 eps,24 min ,2008,,"Comedy,Sci-Fi",,Nomad,Light novel,28K,7.26
Mujin Wakusei Survive,TV,52 eps,25 min ,2003,,"Action,Adventure,Fantasy,Sci-Fi,Slice of Life",Survival,Madhouse,Original,28K,7.73
Rinne no Lagrange Season 2,TV,12 eps,24 min ,2012,,"Action,Comedy,Sci-Fi",Mecha,Xebec,Original,28K,6.96
Boku ga Aishita Subete no Kimi e,Movie,1 ep,102 min ,2022,,"Romance,Sci-Fi",,Bakken Record,Novel,28K,N/A
Cyber City Oedo 808,OVA,3 eps,43 min ,1990,,"Action,Adventure,Sci-Fi",Detective,Madhouse,Original,28K,7.18
Zoids Shinseiki/Zero,TV,26 eps,24 min ,2001,,"Adventure,Comedy,Sci-Fi,Sports",Mecha,Xebec,,27K,7.32
Ingress the Animation,TV,11 eps,23 min ,2018,,"Action,Mystery,Sci-Fi",Strategy Game,Craftar Studios,Game,27K,6.3
Galaxy Angel,TV,24 eps,13 min ,2001,,"Comedy,Sci-Fi",,Madhouse,Game,27K,7.03
Re: Cutey Honey,OVA,3 eps,46 min ,2004,,"Action,Comedy,Girls Love,Sci-Fi,Ecchi",,Gainax,Manga,27K,7.1
Tenchi Muyou! Ryououki 2nd Season,OVA,6 eps,33 min ,1994,,"Action,Comedy,Sci-Fi",Harem,AIC,Original,27K,7.63
Prima Doll,TV,12 eps,24 min ,2022,,"Sci-Fi,Slice of Life",,Bibury Animation Studios,Mixed media,27K,7.07
Saint Seiya: Legend of Sanctuary,Movie,1 ep,92 min ,2014,Shounen,"Adventure,Fantasy,Sci-Fi",,Toei Animation,Manga,27K,6.19
Uchuu Senkan Tiramisù,TV,13 eps,7 min ,2018,,"Comedy,Sci-Fi,Slice of Life",Mecha,Gonzo,Web manga,27K,6.37
Kakuchou Shoujo-kei Trinary,ONA,34 eps,7 min ,2017,,Sci-Fi,,feel.,Original,27K,5.87
Henkei Shoujo,ONA,5 eps,1 min ,2017,,Sci-Fi,,DLE,Original,26K,5.7
Kidou Senshi Gundam: Suisei no Majo - Prologue,Special,1 ep,24 min ,2022,,Sci-Fi,Mecha,Sunrise,Original,26K,7.85
Macross F Movie 2: Sayonara no Tsubasa,Movie,1 ep,114 min ,2011,,"Action,Romance,Sci-Fi",Mecha,8bit,Original,26K,7.95
Fantasista Doll,TV,12 eps,23 min ,2013,,"Fantasy,Sci-Fi",,Hoods Entertainment,Original,26K,6.17
Uchuu Senkan Yamato,TV,26 eps,25 min ,1974,,"Action,Adventure,Drama,Sci-Fi",Adult Cast,Group TAC,Original,26K,7.58
Innocent Venus,TV,12 eps,23 min ,2006,,"Adventure,Drama,Sci-Fi",Mecha,Brain's Base,Original,26K,6.79
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,4 eps,25 min ,2019,,"Drama,Sci-Fi",Adult Cast,Production I.G,Novel,26K,8.03
Argento Soma,TV,25 eps,25 min ,2000,,"Action,Adventure,Drama,Sci-Fi",Mecha,Sunrise,Original,26K,6.76
So Ra No Wo To Specials,Special,2 eps,24 min ,2010,,"Sci-Fi,Slice of Life",Iyashikei,A-1 Pictures,Original,26K,7.53
Promare: Lio-hen,ONA,1 ep,10 min ,2019,,"Action,Sci-Fi",Mecha,Trigger,Original,26K,7.03
UQ Holder! Mahou Sensei Negima! 2 OVA,OVA,3 eps,22 min ,2017,Shounen,"Action,Fantasy,Sci-Fi",,J.C.Staff,Manga,26K,7.19
Aria the Avvenire,Special,3 eps,21 min ,2015,Shounen,"Fantasy,Sci-Fi,Slice of Life",Iyashikei,TYO Animations,Manga,26K,7.89
Arve Rezzle: Kikaijikake no Yousei-tachi,Movie,1 ep,24 min ,2013,,"Action,Drama,Mystery,Sci-Fi,Suspense",,Zexcs,Light novel,26K,6.24
Kagaku na Yatsura,OVA,1 ep,25 min ,2013,Seinen,"Comedy,Romance,Sci-Fi,Ecchi",School,Hoods Entertainment,Manga,26K,5.69
Strike Witches OVA,OVA,1 ep,8 min ,2007,,"Action,Sci-Fi,Ecchi",Military,Gonzo,Original,26K,6.28
RD Sennou Chousashitsu,TV,26 eps,22 min ,2008,,"Action,Sci-Fi",,Production I.G,Original,26K,7.1
Promare: Galo-hen,ONA,1 ep,10 min ,2019,,"Action,Sci-Fi",Mecha,Trigger,Original,26K,6.89
DearS: Kin no Tama desu no?,Special,1 ep,23 min ,2005,Shounen,"Comedy,Romance,Sci-Fi,Ecchi",Harem,Daume,Manga,26K,6.79
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,Movie,1 ep,105 min ,2015,Seinen,"Action,Sci-Fi",,SANZIGEN,Manga,26K,7.41
Kimi wo Aishita Hitori no Boku e,Movie,1 ep,98 min ,2022,,"Romance,Sci-Fi",,TMS Entertainment,Novel,26K,N/A
Kidou Senshi Victory Gundam,TV,51 eps,24 min ,1993,,"Drama,Sci-Fi",Mecha,Sunrise,Original,25K,6.74
Bubuki Buranki: Hoshi no Kyojin,TV,12 eps,23 min ,2016,,"Action,Drama,Sci-Fi",Mecha,SANZIGEN,Original,25K,6.77
Ultraman,ONA,13 eps,23 min ,2019,Seinen,"Action,Sci-Fi",Super Power,Production I.G,Manga,25K,6.69
Strait Jacket,OVA,3 eps,26 min ,2007,,"Action,Fantasy,Sci-Fi",,feel.,Light novel,25K,6.82
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,Special,2 eps,26 min ,2014,,"Action,Sci-Fi",Mecha,Sunrise,Original,25K,7.29
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,Special,26 eps,1 min ,2002,,"Comedy,Sci-Fi",Mecha,Production I.G,,25K,7.12
Psycho-Pass Movie: Providence,Movie,1 ep,0 min ,2023,,"Action,Mystery,Sci-Fi,Suspense",Adult Cast,Production I.G,Original,25K,N/A
"Iriya no Sora, UFO no Natsu",OVA,6 eps,27 min ,2005,,"Drama,Romance,Sci-Fi",,Toei Animation,Light novel,25K,6.93
Sora wo Kakeru Shoujo,TV,26 eps,24 min ,2009,,"Adventure,Comedy,Sci-Fi",Space,Sunrise,Original,25K,7.01
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7 eps,49 min ,1992,Shounen,"Action,Drama,Sci-Fi",Mecha,Phoenix Entertainment,Manga,25K,7.78
Biohazard: Damnation,Movie,1 ep,100 min ,2012,,"Action,Horror,Sci-Fi",,Digital Frontier,Game,25K,7.12
Gatchaman Crowds: Insight - Inbound,ONA,1 ep,14 min ,2015,,"Adventure,Sci-Fi",,Tatsunoko Production,Original,25K,6.99
Strike Witches: Road to Berlin,TV,12 eps,23 min ,2020,,"Action,Sci-Fi,Ecchi",Military,David Production,Original,25K,7.34
Sakura Taisen,TV,25 eps,24 min ,2000,,"Action,Adventure,Sci-Fi",Mecha,Madhouse,Game,24K,6.86
Digimon Tamers: Bousou Digimon Tokkyuu,Movie,1 ep,30 min ,2002,,"Adventure,Comedy,Sci-Fi",,Toei Animation,Original,24K,7.05
Mahouka Koukou no Rettousei (Zoku-hen),-,? eps,0 min , -,,"Action,Sci-Fi,Supernatural",,Unknown,Light novel,24K,N/A
Rizelmine,TV,24 eps,15 min ,2002,,"Comedy,Romance,Sci-Fi,Ecchi",School,Imagin,Manga,24K,6.51
Strike Witches: Operation Victory Arrow,OVA,3 eps,28 min ,2014,,"Action,Sci-Fi,Ecchi",Military,SILVER LINK.,Original,24K,7.31
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,Special,1 ep,12 min ,2013,,"Action,Sci-Fi",Super Power,J.C.Staff,Light novel,24K,7.07
Mizu no Kotoba,Special,1 ep,9 min ,2002,,"Drama,Sci-Fi",Psychological,Studio Rikka,Original,24K,6.73
Daa! Daa! Daa!,TV,78 eps,25 min ,2000,Shoujo,"Comedy,Sci-Fi",Childcare,J.C.Staff,Manga,24K,7.66
Sidonia no Kishi: Ai Tsumugu Hoshi,Movie,1 ep,109 min ,2021,Seinen,"Action,Sci-Fi",Mecha,Polygon Pictures,Manga,24K,7.44
Phantasy Star Online 2: Episode Oracle,TV,25 eps,23 min ,2019,,"Action,Sci-Fi",Space,Gonzo,Game,24K,6.53
Iria: Zeiram The Animation,OVA,6 eps,28 min ,1994,,"Action,Adventure,Sci-Fi",Space,Ashi Productions,Original,24K,7.07
Uchuu no Stellvia,TV,26 eps,23 min ,2003,,"Action,Romance,Sci-Fi",Mecha,Xebec,Original,24K,7.36
Battle Girl High School,TV,12 eps,23 min ,2017,,"Action,Sci-Fi",School,SILVER LINK.,Game,24K,5.81
Sky Girls,TV,26 eps,24 min ,2007,,Sci-Fi,Mecha,J.C.Staff,Original,23K,7.01
Edens Zero 2nd Season,TV,? eps,0 min ,2023,Shounen,"Adventure,Comedy,Fantasy,Sci-Fi",Space,J.C.Staff,Manga,23K,N/A
Freedom,OVA,7 eps,28 min ,2006,,"Action,Adventure,Sci-Fi",Space,Sunrise,Original,23K,7.39
Robot Carnival,OVA,1 ep,91 min ,1987,,"Fantasy,Sci-Fi",Mecha,APPP,Original,23K,7.25
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie,4 eps,25 min ,2019,,"Drama,Sci-Fi",Adult Cast,Production I.G,Novel,23K,8.25
Akira (Shin Anime),TV,? eps,0 min , -,Seinen,"Action,Sci-Fi,Supernatural",Gore,Sunrise,Manga,23K,N/A
.hack//Unison,Special,1 ep,24 min ,2003,,"Adventure,Comedy,Fantasy,Sci-Fi",Video Game,Bee Train,Original,23K,6.64
Saint Seiya: Tenkai-hen Josou - Overture,Movie,1 ep,80 min ,2004,Shounen,"Adventure,Sci-Fi",,Toei Animation,Manga,23K,7.2
Di Gi Charat,TV,16 eps,4 min ,1999,,"Comedy,Fantasy,Sci-Fi",,Madhouse,Original,23K,6.79
Tenchi Muyou! in Love,Movie,1 ep,94 min ,1996,,"Action,Comedy,Romance,Sci-Fi",School,AIC,Original,23K,7.41
Blade Runner: Black Lotus,TV,13 eps,23 min ,2021,,"Sci-Fi,Suspense",,Sola Digital Arts,Other,23K,6.24
Gunslinger Girl: Il Teatrino OVA,OVA,2 eps,23 min ,2008,,"Action,Drama,Sci-Fi",Military,Artland,Manga,23K,6.98
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1 ep,149 min ,2012,,"Action,Comedy,Drama,Sci-Fi",Mahou Shoujo,Seven Arcs,Original,23K,8.13
.hack//Intermezzo,Special,1 ep,24 min ,2003,,"Adventure,Fantasy,Mystery,Sci-Fi",Video Game,Bee Train,Original,23K,6.52
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,OVA,1 ep,47 min ,2005,,"Drama,Sci-Fi",Mecha,Sunrise,Original,23K,7.39
Soukou Kihei Votoms,TV,52 eps,25 min ,1983,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Original,23K,7.69
Seikai no Senki II,TV,10 eps,25 min ,2001,,"Action,Romance,Sci-Fi",Military,Sunrise,Light novel,23K,7.8
Ginga Eiyuu Densetsu Gaiden,OVA,24 eps,26 min ,1998,,"Action,Drama,Sci-Fi",Military,K-Factory,Novel,23K,8.12
Dragon Drive,TV,38 eps,25 min ,2002,Shounen,"Action,Adventure,Comedy,Fantasy,Sci-Fi",School,Madhouse,Manga,23K,6.69
Aquarion Logos,TV,26 eps,24 min ,2015,,"Action,Fantasy,Romance,Sci-Fi",Mecha,Satelight,Original,22K,5.71
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Movie,4 eps,25 min ,2019,,"Drama,Sci-Fi",Adult Cast,Production I.G,Novel,22K,8.14
Kidou Senshi Gundam SEED C.E. 73: Stargazer,ONA,3 eps,15 min ,2006,,Sci-Fi,Mecha,Sunrise,Original,22K,7.14
The God of High School PV,ONA,1 ep,1 min ,2016,,"Action,Fantasy,Sci-Fi,Supernatural",Martial Arts,Unknown,Web manga,22K,6.94
Levius,ONA,12 eps,25 min ,2019,Seinen,"Sci-Fi,Sports",Combat Sports,Polygon Pictures,Manga,22K,7.16
iDOLM@STER Xenoglossia,TV,26 eps,23 min ,2007,,"Action,Comedy,Sci-Fi",Mecha,Sunrise,Original,22K,6.49
ChäoS;Child: Silent Sky,Movie,1 ep,50 min ,2017,,"Mystery,Sci-Fi,Supernatural",Psychological,SILVER LINK.,Visual novel,22K,6.53
Ani*Kuri15,Special,15 eps,1 min ,2007,,"Adventure,Comedy,Drama,Fantasy,Sci-Fi,Slice of Life,Supernatural",Martial Arts,CoMix Wave Films,Original,22K,6.72
Soukou no Strain,TV,13 eps,24 min ,2006,,"Drama,Sci-Fi,Ecchi",Mecha,Studio Fantasia,Original,22K,7.03
Tekken: Blood Vengeance,Movie,1 ep,92 min ,2011,,"Action,Fantasy,Sci-Fi,Supernatural",Martial Arts,Digital Frontier,Game,22K,6.61
ChäoS;Child Episode 0,Special,1 ep,23 min ,2017,,"Mystery,Sci-Fi,Supernatural",Psychological,SILVER LINK.,Visual novel,22K,6.22
Astro Boy: Tetsuwan Atom,TV,50 eps,24 min ,2003,Shounen,"Action,Adventure,Sci-Fi",Mecha,Tezuka Productions,Manga,22K,7.01
Soul Link,TV,12 eps,25 min ,2006,,"Action,Adventure,Comedy,Romance,Sci-Fi",Military,Picture Magic,Visual novel,22K,6.1
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,TV,12 eps,24 min ,2022,,Sci-Fi,Idols (Female),Shaft,Original,22K,6.68
Key the Metal Idol,OVA,15 eps,34 min ,1994,,"Action,Drama,Sci-Fi",Mecha,Pierrot,Original,21K,6.88
Megami Kouhosei,TV,12 eps,24 min ,2000,,"Action,Sci-Fi",Mecha,Xebec,Manga,21K,6.36
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,26 eps,25 min ,2017,,"Action,Drama,Sci-Fi",Adult Cast,Xebec,Original,21K,7.63
Null Peta,ONA,12 eps,5 min ,2019,,"Comedy,Sci-Fi",,Shin-Ei Animation,Mixed media,21K,6.39
Gate Keepers,TV,24 eps,25 min ,2000,,"Action,Comedy,Fantasy,Sci-Fi",Mecha,Gonzo,Game,21K,6.92
Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13 eps,24 min ,2015,,"Action,Drama,Sci-Fi",Mecha,I.Gzwei,Original,21K,7.37
Kyoushoku Soukou Guyver (2005),TV,26 eps,23 min ,2005,Shounen,"Adventure,Sci-Fi",,OLM,Manga,21K,7.23
Black Cat (TV): Toozakaru Neko,Special,1 ep,24 min ,2006,Shounen,"Action,Adventure,Comedy,Sci-Fi",Super Power,Gonzo,Manga,21K,7.09
Tetsuwan Birdy Decode: The Cipher,OVA,1 ep,27 min ,2009,Seinen,"Action,Comedy,Sci-Fi",,A-1 Pictures,Manga,21K,7.26
Kidou Senshi Gundam Thunderbolt: December Sky,Movie,1 ep,69 min ,2016,,"Action,Drama,Sci-Fi",Mecha,Sunrise,Manga,21K,7.93
Devilman: Yochou Sirene-hen,OVA,1 ep,57 min ,1990,Shounen,"Horror,Sci-Fi,Supernatural",Gore,Oh! Production,Manga,21K,7.03
.hack//G.U. Returner,OVA,1 ep,24 min ,2007,,"Adventure,Drama,Fantasy,Sci-Fi",Video Game,Bee Train,Game,21K,6.68
